x	N7
0	0
0.1	1.2668e-06
0.2	5.6699e-06
0.3	1.4248e-05
0.4	2.77907e-05
0.5	4.69516e-05
0.6	7.22941e-05
0.7	0.000104315
0.8	0.00014346
0.9	0.00019013
1	0.000244692
1.1	0.000307479
1.2	0.000378797
1.3	0.000458927
1.4	0.000548127
1.5	0.000646632
1.6	0.000754659
1.7	0.000872405
1.8	0.00100005
1.9	0.00113776
2	0.00128568
2.1	0.00144395
2.2	0.00161269
2.3	0.001792
2.4	0.00198197
2.5	0.00218269
2.6	0.00239424
2.7	0.00261666
2.8	0.00285001
